taxon_name,suggested_name,EPBCA sp. name,EPBCA status,taxon_distribution,EPBCA no.,species,EPBCA common name,Group,taxon_group,EBPCA_Status,EPBCA_not_extinct,Other sci names,Listing date,listing criteria/,1,2,3,4,5,assessment notes,other notes,accepted_name
Planchonella eerwah,Planchonella eerwah,Planchonella eerwah,Endangered,Qld,17340,1,"Shiny-leaved Condoo, Black Plum, Wild Apple",Plant,1,EN,1,Pouteria eerwah,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Planchonella eerwah
Coleus gratus,Coleus gratus,Plectranthus gratus,Vulnerable,Qld,14130,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Coleus gratus
Coleus habrophyllus,Coleus habrophyllus,Plectranthus habrophyllus,Endangered,Qld,64589,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Coleus habrophyllus
Coleus leiperi,Coleus leiperi,Plectranthus leiperi,Vulnerable,Qld,64590,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Coleus leiperi
Coleus nitidus,Coleus nitidus,Plectranthus nitidus,Endangered,"Qld, NSW",55742,1,"Nightcap Plectranthus, Silver Plectranthus",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Coleus nitidus
Coleus omissus,Coleus omissus,Plectranthus omissus,Endangered,Qld,55729,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Coleus omissus
Coleus torrenticola,Coleus torrenticola,Plectranthus torrenticola,Endangered,Qld,55728,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Coleus torrenticola
Plesioneuron tuberculatum,Plesioneuron tuberculatum,Plesioneuron tuberculatum,Endangered,Qld,24604,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Plesioneuron tuberculatum
Angianthus phyllocalymmeus,Angianthus phyllocalymmeus,Pleuropappus phyllocalymmeus,Vulnerable,SA,21123,1,Silver Candles,Plant,1,VU,1,Angianthus phyllocalymmeus,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Angianthus phyllocalymmeus
Plinthanthesis rodwayi,Plinthanthesis rodwayi,Plinthanthesis rodwayi,Critically Endangered,NSW,19832,1,Budawangs Wallaby-grass,Plant,1,CR,1,NA,3/2/2021,NO,EN (A1b; A2c),"CR (B1ab(i, ii, iii, iv, v)+2ab(i, ii, iii, iv, v))",EN (C2a(ii)),VU (D),Insufficient info,NA,NA,Plinthanthesis rodwayi
Pneumatopteris truncata,Pneumatopteris truncata,Pneumatopteris truncata,Critically Endangered,ChI,68812,1,fern,Plant,1,CR,1,NA,7/6/2004,YES,not eligible,not eligible,not eligible,CR,not eligible,NA,NA,Pneumatopteris truncata
Poa sallacustris,Poa sallacustris,Poa sallacustris,Vulnerable,Vic,24424,1,Salt-lake Tussock-grass,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Poa sallacustris
Polianthion minutiflorum,Polianthion minutiflorum,Polianthion minutiflorum,Vulnerable,Qld,82772,1,NA,Plant,1,VU,1,Trymalium minutiflorum,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Polianthion minutiflorum
Polyphlebium endlicherianum,Polyphlebium endlicherianum,Polyphlebium endlicherianum,Endangered,Qld,87494,1,Middle Filmy Fern,Plant,1,EN,1,Crepidomanes endlicherianum,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,NA,NA,Polyphlebium endlicherianum
Polyscias bellendenkerensis,Polyscias bellendenkerensis,Polyscias bellendenkerensis,Vulnerable,Qld,7237,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Polyscias bellendenkerensis
Polystichum moorei,Polystichum moorei,Polystichum moorei,Endangered,LHI,40755,1,Rock Shield Fern,Plant,1,EN,1,NA,6/26/2015,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,NA,NA,Polystichum moorei
Pomaderris brunnea,Pomaderris brunnea,Pomaderris brunnea,Vulnerable,"NSW, Vic",16845,1,Rufous Pomaderris,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pomaderris brunnea
Pomaderris clivicola,Pomaderris clivicola,Pomaderris clivicola,Vulnerable,Qld,55151,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pomaderris clivicola
Pomaderris cocoparrana,Pomaderris cocoparrana,Pomaderris cocoparrana,Endangered,NSW,21898,1,NA,Plant,1,EN,1,NA,5/11/2018,YES,Insufficient info,EN [B1ab(iii) (v) and B2ab(iii) (v)],Insufficient info,not eligible,Insufficient info,NA,NA,Pomaderris cocoparrana
Pomaderris cotoneaster,Pomaderris cotoneaster,Pomaderris cotoneaster,Endangered,"NSW, Vic",2043,1,Cotoneaster Pomaderris,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pomaderris cotoneaster
Pomaderris delicata,Pomaderris delicata,Pomaderris delicata,Critically Endangered,NSW,67208,1,NA,Plant,1,CR,1,NA,5/11/2018,YES,Insufficient info,CR [B1ab(iii) (v) and B2ab(iii) (v)],CR [C1],EN,Insufficient info,NA,NA,Pomaderris delicata
Pomaderris gilmourii var. cana,Pomaderris gilmourii var. cana,Pomaderris gilmourii var. cana,Critically Endangered,NSW,21870,0,Grey Deua Pomaderris,Plant,1,CR,1,NA,10/5/2022,YES,Insufficient info,"CR (B1ab(iii,v)+2ab(iii,v))","CR (C2a(i,ii))",CR,Insufficient info,NA,NA,Pomaderris gilmourii var. cana
Pomaderris gilmourii var. gilmourii,Pomaderris gilmourii var. gilmourii,Pomaderris gilmourii var. gilmourii,Endangered,NSW,21869,0,NA,Plant,1,EN,1,NA,10/5/2022,YES,Insufficient info,EN (B1ab(iii)+2ab(iii)),Insufficient info,insufficient info,Insufficient info,NA,NA,Pomaderris gilmourii var. gilmourii
Pomaderris halmaturina subsp. halmaturina,Pomaderris halmaturina subsp. halmaturina,Pomaderris halmaturina subsp. halmaturina,Vulnerable,SA,21964,0,Kangaroo Island Pomaderris,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pomaderris halmaturina subsp. halmaturina
Pomaderris pallida,Pomaderris pallida,Pomaderris pallida,Vulnerable,"NSW, ACT",13684,1,Pale Pomaderris,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pomaderris pallida
Pomaderris parrisiae,Pomaderris parrisiae,Pomaderris parrisiae,Vulnerable,NSW,22119,1,Parris' Pomaderris,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pomaderris parrisiae
Pomaderris pilifera subsp. talpicutica,Pomaderris pilifera subsp. talpicutica,Pomaderris pilifera subsp. talpicutica,Vulnerable,Tas,84295,0,Moleskin Dogwood,Plant,1,VU,1,NA,2/26/2013,YES,not eligible,not eligible,not eligible,VU,Insufficient info,NA,NA,Pomaderris pilifera subsp. talpicutica
Pomaderris reperta,Pomaderris reperta,Pomaderris reperta,Critically Endangered,NSW,77103,1,Denman Pomaderris,Plant,1,CR,1,NA,1/8/2008,YES,not eligible,CR,not eligible,not eligible,not eligible,NA,NA,Pomaderris reperta
Pomaderris sericea,Pomaderris sericea,Pomaderris sericea,Vulnerable,"NSW, Vic",9597,1,Bent Pomaderris,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pomaderris sericea
Pomaderris subplicata,Pomaderris subplicata,Pomaderris subplicata,Vulnerable,Vic,24513,1,Concave Pomaderris,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pomaderris subplicata
Pomaderris vacciniifolia,Pomaderris vacciniifolia,Pomaderris vacciniifolia,Critically Endangered,Vic,4256,1,Round-leaf Pomaderris,Plant,1,CR,1,NA,1/24/2014,YES,not eligible,CR,CR,EN,not eligible,NA,NA,Pomaderris vacciniifolia
Pomaderris walshii,Pomaderris walshii,Pomaderris walshii,Critically Endangered,NSW,84704,1,Carrington Falls Pomaderris,Plant,1,CR,1,NA,9/25/2020,YES,Insufficient info,"CR (B1ab(iii,iv,v), B2ab(iii,iv,v))",CR (C2a(i)),CR,Insufficient info,NA,NA,Pomaderris walshii
Poranthera petalifera,Poranthera petalifera,Poranthera petalifera,Vulnerable,Tas,85335,1,Mountain Poranthera,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Poranthera petalifera
Prasophyllum affine ,Prasophyllum affine [alternative possible names: Prasophyllum appendiculatum (pro parte misapplied) | Prasophyllum sylvestre (misapplied)],Prasophyllum affine,Endangered,NSW,2210,1,"Jervis Bay Leek Orchid, Culburra Leek-orchid, Kinghorn Point Leek-orchid",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum affine
Prasophyllum amoenum,Prasophyllum amoenum,Prasophyllum amoenum,Endangered,Tas,64946,1,Dainty Leek-orchid,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum amoenum
Prasophyllum apoxychilum,Prasophyllum apoxychilum,Prasophyllum apoxychilum,Endangered,Tas,64947,1,Tapered Leek-orchid,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum apoxychilum
Prasophyllum atratum,Prasophyllum atratum,Prasophyllum atratum,Critically Endangered,Tas,82677,1,Three Hummock Leek-orchid,Plant,1,CR,1,NA,11/13/2009,YES,not eligible,CR,CR,EN,not eligible,NA,NA,Prasophyllum atratum
Prasophyllum bagoense,Prasophyllum bagoense,Prasophyllum bagoense,Critically Endangered,NSW,84276,1,Bago Leek-orchid,Plant,1,CR,1,NA,5/3/2012,YES,not eligible,CR,CR,EN,not eligible,NA,NA,Prasophyllum bagoense
Prasophyllum castaneum,Prasophyllum castaneum,Prasophyllum castaneum,Critically Endangered,Tas,64948,1,Chestnut Leek-orchid,Plant,1,CR,1,NA,10/16/2001,YES,Insufficient info,not eligible,not eligible,CR,Insufficient info,NA,NA,Prasophyllum castaneum
Prasophyllum colemaniarum,Prasophyllum colemaniarum,Prasophyllum colemaniae,Vulnerable,Vic (presumed extinct),41647,1,Lilac Leek-orchid,Plant,1,VU,1,Prasophyllum colemaniarum,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum colemaniarum
Prasophyllum correctum,Prasophyllum correctum,Prasophyllum correctum,Endangered,Vic,64533,1,Gaping Leek-orchid,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum correctum
Prasophyllum crebriflorum,Prasophyllum crebriflorum,Prasophyllum crebriflorum,Endangered,Tas,78897,1,Crowded Leek-Orchid,Plant,1,EN,1,NA,11/26/2008,YES,not eligible,EN,not eligible,EN,not eligible,NA,NA,Prasophyllum crebriflorum
Prasophyllum diversiflorum,Prasophyllum diversiflorum,Prasophyllum diversiflorum,Endangered,Vic,13210,1,Gorae Leek-orchid,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum diversiflorum
Prasophyllum favonium,Prasophyllum favonium,Prasophyllum favonium,Critically Endangered,Tas,64949,1,Western Leek-orchid,Plant,1,CR,1,NA,10/16/2001,YES,Insufficient info,not eligible,not eligible,CR,Insufficient info,NA,NA,Prasophyllum favonium
Prasophyllum frenchii ,Prasophyllum frenchii [alternative possible names: Prasophyllum murfetii (pro parte misapplied) | Prasophyllum alpinum (misapplied)],Prasophyllum frenchii,Endangered,"SA, NSW, Vic",9704,1,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum frenchii
Prasophyllum fuscum ,Prasophyllum fuscum [alternative possible names: Prasophyllum concinnum (pro parte misapplied) | Prasophyllum constrictum (pro parte misapplied) | Prasophyllum lindleyanum (pro parte misapplied) | Prasophyllum rostratum (pro parte misapplied) | Prasophyllum sp. Bushfires (R.S.Rogers 2681) (pro parte misapplied) | Prasophyllum pallidum (misapplied)],Prasophyllum fuscum,Vulnerable,NSW,19455,1,"Tawny Leek-orchid, Slaty Leek-orchid",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum fuscum
Prasophyllum goldsackii ,Prasophyllum goldsackii [alternative possible names: Prasophyllum sp. Enigma (R.Bates 2350) R.J.Bates (pro parte misapplied)],Prasophyllum goldsackii,Endangered,SA,2380,1,Goldsack's Leek-orchid,Plant,1,EN,1,NA,11/27/2006,YES,VU,EN,Insufficient info,Insufficient info,Insufficient info,NA,NA,Prasophyllum goldsackii
Prasophyllum incorrectum,Prasophyllum incorrectum,Prasophyllum incorrectum,Critically Endangered,Tas,78898,1,Golfers Leek-orchid,Plant,1,CR,1,NA,11/26/2008,YES,not eligible,CR,EN,not eligible,not eligible,NA,NA,Prasophyllum incorrectum
Prasophyllum innubum,Prasophyllum innubum,Prasophyllum innubum,Critically Endangered,NSW,83603,1,Brandy Marys Leek-orchid,Plant,1,CR,1,NA,1/24/2014,YES,not eligible,CR,CR,EN,not eligible,NA,NA,Prasophyllum innubum
Prasophyllum keltonii,Prasophyllum keltonii,Prasophyllum keltonii,Critically Endangered,NSW,83604,1,Kelton's Leek-orchid,Plant,1,CR,1,NA,1/24/2014,YES,not eligible,CR,CR,EN,not eligible,NA,NA,Prasophyllum keltonii
Prasophyllum laxum,Prasophyllum laxum,Prasophyllum laxum,Critically Endangered,SA,86264,1,Lax Leek Orchid,Plant,1,CR,1,NA,4/9/2015,YES,Insufficient info,CR,EN,VU,Insufficient info,criterion 3 assessment garbled,NA,Prasophyllum laxum
Prasophyllum limnetes,Prasophyllum limnetes,Prasophyllum limnetes,Critically Endangered,Tas,82678,1,Marsh Leek-orchid,Plant,1,CR,1,NA,11/13/2009,YES,not eligible,CR,CR,CR,not eligible,NA,NA,Prasophyllum limnetes
Prasophyllum litorale,Prasophyllum litorale,Prasophyllum litorale,Critically Endangered,"SA, Vic",55234,1,Coastal Leek Orchid,Plant,1,CR,1,Prasophyllum littorale,10/5/2022,YES,EN (A3ce),"EN (B1ab(i,ii,iii,iv,v))",CR (C1+2a(i)),EN,Insufficient info,NA,NA,Prasophyllum litorale
Prasophyllum milfordense,Prasophyllum milfordense,Prasophyllum milfordense,Critically Endangered,Tas,64950,1,Milford Leek-orchid,Plant,1,CR,1,NA,10/16/2001,YES,Insufficient info,CR,CR,EN,Insufficient info,NA,NA,Prasophyllum milfordense
Prasophyllum morganii,Prasophyllum morganii,Prasophyllum morganii,Vulnerable,Vic,13804,1,"Mignonette Leek-orchid, Cobungra Leek-orchid, Dense Leek-orchid",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum morganii
Prasophyllum murfetii,Prasophyllum murfetii,Prasophyllum murfetii,Critically Endangered,SA,81621,1,Fleurieu Leek Orchid,Plant,1,CR,1,NA,11/27/2006,YES,Insufficient info,CR,EN,VU,Insufficient info,NA,NA,Prasophyllum murfetii
Prasophyllum olidum,Prasophyllum olidum,Prasophyllum olidum,Critically Endangered,Tas,64951,1,Pungent Leek-orchid,Plant,1,CR,1,NA,10/16/2001,YES,Insufficient info,CR,CR,EN,Insufficient info,NA,NA,Prasophyllum olidum
Prasophyllum pallidum,Prasophyllum pallidum,Prasophyllum pallidum,Vulnerable,SA,20351,1,Pale Leek-orchid,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum pallidum
Prasophyllum perangustum,Prasophyllum perangustum,Prasophyllum perangustum,Critically Endangered,Tas,64952,1,Knocklofty Leek-orchid,Plant,1,CR,1,NA,10/16/2001,YES,Insufficient info,not eligible,CR,CR,Insufficient info,NA,NA,Prasophyllum perangustum
Prasophyllum petilum,Prasophyllum petilum,Prasophyllum petilum,Endangered,"NSW, ACT",55144,1,Tarengo Leek Orchid,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum petilum
Prasophyllum pruinosum,Prasophyllum pruinosum,Prasophyllum pruinosum,Endangered,SA,11821,1,Plum Leek-orchid,Plant,1,EN,1,NA,8/19/2010,YES,not eligible,EN,EN,VU,not eligible,NA,NA,Prasophyllum pruinosum
Prasophyllum pulchellum,Prasophyllum pulchellum,Prasophyllum pulchellum,Critically Endangered,Tas,64953,1,Pretty Leek-orchid,Plant,1,CR,1,NA,10/16/2001,YES,Insufficient info,not eligible,CR,EN,Insufficient info,NA,NA,Prasophyllum pulchellum
Prasophyllum robustum,Prasophyllum robustum,Prasophyllum robustum,Critically Endangered,Tas,12499,1,Robust Leek-orchid,Plant,1,CR,1,NA,10/16/2001,YES,Insufficient info,not eligible,not eligible,CR,Insufficient info,NA,NA,Prasophyllum robustum
Prasophyllum secutum,Prasophyllum secutum,Prasophyllum secutum,Endangered,Tas,64954,1,Northern Leek-orchid,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum secutum
Prasophyllum petilum,Prasophyllum petilum,Prasophyllum sp. Wybong (C.Phelps ORG 5269),Critically Endangered,"NSW, ACT",81964,1,a leek-orchid,Plant,1,CR,1,NA,11/13/2009,YES,not eligible,CR,EN,VU,not eligible,NA,NA,Prasophyllum petilum
Prasophyllum spicatum,Prasophyllum spicatum,Prasophyllum spicatum,Vulnerable,"SA, Vic",55146,1,Dense Leek-orchid,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum spicatum
Prasophyllum stellatum,Prasophyllum stellatum,Prasophyllum stellatum,Critically Endangered,Tas,64955,1,Ben Lomond Leek-orchid,Plant,1,CR,1,NA,10/16/2001,YES,Insufficient info,CR,CR,CR,Insufficient info,NA,NA,Prasophyllum stellatum
Prasophyllum suaveolens,Prasophyllum suaveolens,Prasophyllum suaveolens,Endangered,Vic,64956,1,Fragrant Leek-orchid,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum suaveolens
Prasophyllum subbisectum,Prasophyllum subbisectum,Prasophyllum subbisectum,Endangered,Vic,20411,1,Pomonal Leek-orchid,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum subbisectum
Prasophyllum taphanyx,Prasophyllum taphanyx,Prasophyllum taphanyx,Critically Endangered,Tas,81615,1,Graveside Leek-orchid,Plant,1,CR,1,NA,11/26/2008,YES,not eligible,CR,CR,CR,not eligible,NA,NA,Prasophyllum taphanyx
Prasophyllum tunbridgense,Prasophyllum tunbridgense,Prasophyllum tunbridgense,Endangered,Tas,64957,1,Tunbridge Leek-orchid,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum tunbridgense
Prasophyllum uvidulum,Prasophyllum uvidulum,Prasophyllum uvidulum,Critically Endangered,Vic,84610,1,"Summer Leek Orchid, Shelly Leek-orchid",Plant,1,CR,1,NA,11/15/2023,YES,Insufficient info,"CR (B1ab(iii,v)+2ab(iii,v))",EN (C2a(ii)),VU,Insufficient info,NA,NA,Prasophyllum uvidulum
Prasophyllum validum,Prasophyllum validum,Prasophyllum validum,Vulnerable,SA,10268,1,Sturdy Leek-orchid,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum validum
Prasophyllum wallum,Prasophyllum wallum,Prasophyllum wallum,Vulnerable,Qld,55148,1,Wallum Leek-orchid,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prasophyllum wallum
Prostanthera albohirta,Prostanthera albohirta,Prostanthera albohirta,Critically Endangered,Qld,82052,1,NA,Plant,1,CR,1,NA,4/17/2014,YES,Insufficient info,"CR [B1, B2(a),(b)(i-v)]",CR [C2 (a)(i)(ii)],CR,Insufficient info,NA,NA,Prostanthera albohirta
Prostanthera askania,Prostanthera askania,Prostanthera askania,Endangered,NSW,64958,1,"Tranquillity Mintbush, Tranquility Mintbush",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prostanthera askania
Prostanthera calycina,Prostanthera calycina,Prostanthera calycina,Vulnerable,SA,9470,1,"West Coast Mintbush, Limestone Mintbush, Red Mintbush",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prostanthera calycina
Prostanthera cineolifera,Prostanthera cineolifera,Prostanthera cineolifera,Vulnerable,NSW,11233,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prostanthera cineolifera
Prostanthera clotteniana,Prostanthera clotteniana,Prostanthera clotteniana,Critically Endangered,Qld,76165,1,NA,Plant,1,CR,1,NA,9/30/2011,YES,not eligible,"CR [B1, B2,(a),(b)(iii)]","CR [B,(a),(b)(iii)]",EN,Insufficient info,criterion 3 assessment garbled,NA,Prostanthera clotteniana
Prostanthera cryptandroides subsp. cryptandroides,Prostanthera cryptandroides subsp. cryptandroides,Prostanthera cryptandroides subsp. cryptandroides,Vulnerable,NSW,68496,0,Wollemi Mint-bush,Plant,1,VU,1,Prostanthera cryptandroides,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prostanthera cryptandroides subsp. cryptandroides
Prostanthera densa,Prostanthera densa,Prostanthera densa,Vulnerable,NSW,12233,1,Villous Mintbush,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prostanthera densa
Prostanthera discolor,Prostanthera discolor,Prostanthera discolor,Vulnerable,NSW,17756,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prostanthera discolor
Prostanthera eurybioides,Prostanthera eurybioides,Prostanthera eurybioides,Endangered,SA,2603,1,Monarto Mintbush,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prostanthera eurybioides
Prostanthera galbraithiae,Prostanthera galbraithiae,Prostanthera galbraithiae,Vulnerable,Vic,64959,1,Wellington Mintbush,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prostanthera galbraithiae
Prostanthera gilesii,Prostanthera gilesii,Prostanthera gilesii,Critically Endangered,NSW,88743,1,NA,Plant,1,CR,1,NA,11/13/2021,YES,Insufficient info,"CR [B1ab(iii,v)+2ab(iii,v)]",CR [C2a(ii)],EN,Insufficient info,NA,NA,Prostanthera gilesii
Prostanthera junonis,Prostanthera junonis,Prostanthera junonis,Endangered,NSW,64960,1,Somersby Mintbush,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prostanthera junonis
Prostanthera marifolia ,Prostanthera marifolia [alternative possible names: Prostanthera junonis (pro parte misapplied)],Prostanthera marifolia,Critically Endangered,NSW,7555,1,Seaforth Mintbush,Plant,1,CR,1,NA,9/30/2011,YES,not eligible,"CR [B1, B2,(a),(b)(iii)(iv)(v)]","CR [B,(a),(b)(iii)(iv)(v)]",EN,not eligible,criterion 3 assessment garbled,NA,Prostanthera marifolia
Prostanthera nudula,Prostanthera nudula,Prostanthera nudula,Vulnerable,SA,7091,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prostanthera nudula
Prostanthera palustris,Prostanthera palustris,Prostanthera palustris,Critically Endangered,NSW,66703,1,Swamp Mint-bush,Plant,1,CR,1,NA,9/7/2023,YES,CR (A2a),"CR (B1ab(iv,v))",EN (C1),VU,Insufficient info,NA,NA,Prostanthera palustris
Prostanthera schultzii,Prostanthera schultzii,Prostanthera schultzii,Vulnerable,NT,52651,1,NA,Plant,1,VU,1,Wrixonia schultzii,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prostanthera schultzii
Prostanthera sp. Dunmore (D.M.Gordon 8A),Prostanthera sp. Dunmore (D.M.Gordon 8A),Prostanthera sp. Dunmore (D.M.Gordon 8A),Vulnerable,Qld,84115,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prostanthera sp. Dunmore (D.M.Gordon 8A)
Prostanthera spathulata,Prostanthera spathulata,Prostanthera spathulata,Vulnerable,Qld,88266,1,NA,Plant,1,VU,1,Prostanthera sp. Mt Tinbeerwah (C.Sandercoe C1256),7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prostanthera spathulata
Prostanthera staurophylla ,Prostanthera staurophylla [alternative possible names: Prostanthera teretifolia (pro parte misapplied)],Prostanthera staurophylla,Critically Endangered,NSW,20898,1,a mint-bush,Plant,1,CR,1,NA,3/3/2021,NO,NA,NA,NA,NA,NA,NA,NA,Prostanthera staurophylla
Prostanthera stricta,Prostanthera stricta,Prostanthera stricta,Vulnerable,NSW,17616,1,Mount Vincent Mintbush,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Prostanthera stricta
NA,NA,Pseudocephalozia paludicola,Vulnerable,NA,66441,1,Alpine Leafy Liverwort,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,NA
Pteris kingiana,Pteris kingiana,Pteris kingiana,Endangered,NI,35183,1,King's Brakefern,Plant,1,EN,1,NA,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,NA,NA,Pteris kingiana
Pteris zahlbruckneriana,Pteris zahlbruckneriana,Pteris zahlbruckneriana,Endangered,NI,65893,1,Netted Brakefern,Plant,1,EN,1,NA,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,NA,NA,Pteris zahlbruckneriana
Pterostylis arenicola,Pterostylis arenicola,Pterostylis arenicola,Vulnerable,SA,17919,1,Sandhill Greenhood Orchid,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis arenicola
Pterostylis basaltica,Pterostylis basaltica,Pterostylis basaltica,Endangered,Vic,56506,1,Basalt Greenhood,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis basaltica
Pterostylis bicornis,Pterostylis bicornis,Pterostylis bicornis,Vulnerable,Qld,9074,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis bicornis
Pterostylis bryophila,Pterostylis bryophila,Pterostylis bryophila,Critically Endangered,SA,75722,1,Hindmarsh Valley Greenhood,Plant,1,CR,1,NA,11/27/2006,YES,Insufficient info,CR,Insufficient info,not eligible,Insufficient info,NA,NA,Pterostylis bryophila
Pterostylis cheraphila,Pterostylis cheraphila,Pterostylis cheraphila,Vulnerable,Vic,56508,1,Floodplain Rustyhood,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis cheraphila
Pterostylis chlorogramma,Pterostylis chlorogramma,Pterostylis chlorogramma,Vulnerable,"SA, Vic",56510,1,Green-striped Greenhood,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Pterostylis chlorogramma
Pterostylis commutata,Pterostylis commutata,Pterostylis commutata,Critically Endangered,Tas,64535,1,Midland Greenhood,Plant,1,CR,1,NA,10/16/2001,YES,Insufficient info,EN,CR,CR,Insufficient info,NA,NA,Pterostylis commutata
