Species name adjusted,Species name,Common name,Group,EPBC Act status,IUCN threat level 1,IUCN threat level 1 description,IUCN threat level 2 (or finest level available),IUCN threat level 2 description (or finest level available),IUCN threat level 3 (or finest level available),IUCN threat level 3 description (or finest level available),Broad level threat,Sub category threat,Timing,Scope,Severity,Timing score,"Sum of timing, scope, severity",Impact score,Expert threat notes
Melanodryas cucullata melvillensis,Melanodryas cucullata melvillensis,Tiwi islands hooded robin,Birds,CR,7,Natural system modifications,7.1,Fire and fire Suppression,7.1.2,Suppression in fire frequency/intensity,Adverse fire regimes,Suppression in fire frequency/intensity,Ongoing,3,3,3,9,High,Suppression in fire frequency/intensity
Melanodryas cucullata melvillensis,Melanodryas cucullata melvillensis,Tiwi islands hooded robin,Birds,CR,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (cats),Invasive species and diseases,Invasive predator,Ongoing,3,3,3,9,High,Cats
Neochmia ruficauda ruficauda,Neochmia ruficauda ruficauda,Southern star finch,Birds,EN,2,Agriculture and aquaculture,2.3,Livestock farming and ranching,2.3.3,"Agro-industry grazing, ranching or farming","Habitat loss, fragmentation and degradation",Agriculture and aquaculture,Ongoing,3,3,3,9,High,Agro-industry grazing and ranching or farming
Neochmia ruficauda ruficauda,Neochmia ruficauda ruficauda,Southern star finch,Birds,EN,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (cats),Invasive species and diseases,Invasive predator,Ongoing,3,3,3,9,High,Cats
Neophema chrysogaster,Neophema chrysogaster,Orange-bellied parrot,Birds,CR,8,"Invasive and other problematic species, genes and diseases",8.2,Problematic native species/diseases,8.2.2,Named species (sugar glider),Disrupted ecosystem and population processes,Problematic native species,Ongoing,3,3,3,9,High,Sugar glider petaurus breviceps
Neophema chrysogaster,Neophema chrysogaster,Orange-bellied parrot,Birds,CR,8,"Invasive and other problematic species, genes and diseases",8.2,Problematic native species/diseases,8.2.2,Named species (tree martin),Disrupted ecosystem and population processes,Problematic native species,Ongoing,3,3,3,9,High,Tree martin petrochelidon nigricans
Carinascincus palfreymani,Niveoscincus palfreymani,"Pedra Branca Skink,  Red-throated Skink",Reptiles,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1,Invasive non-native/alien species/diseases,Invasive species and diseases,Invasive predator,Ongoing,3,3,3,9,High,Invasive non-native/alien species/diseases
Pachycephala rufogularis,Pachycephala rufogularis,Red-lored whistler,Birds,VU,7,Natural system modifications,7.1,Fire and fire Suppression,7.1.1,Increase in fire frequency/intensity,Adverse fire regimes,Increase in fire frequency/intensity,Ongoing,3,3,3,9,High,Increase in fire frequency/intensity
Pardalotus quadragintus,Pardalotus quadragintus,Forty-spotted pardalote,Birds,EN,8,"Invasive and other problematic species, genes and diseases",8.2,Problematic native species/diseases,8.2.2,Named species (black-headed honeyeater),Disrupted ecosystem and population processes,Problematic native species,Ongoing,3,3,3,9,High,Black-headed honeyeater melithreptus affinis
Petrogale concinna concinna,Petrogale concinna concinna,Nabarlek (victoria river) ,Mammals,CR,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (cats),Invasive species and diseases,Invasive predator,Ongoing,3,3,3,9,High,Cats
Petrogale xanthopus xanthopus,Petrogale xanthopus xanthopus,Yellow-footed Rock-wallaby (SA and NSW) ,Mammals,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (foxes),Invasive species and diseases,Invasive predator,Ongoing,3,3,3,9,High,Foxes
Petrogale xanthopus xanthopus,Petrogale xanthopus xanthopus,Yellow-footed Rock-wallaby (SA and NSW) ,Mammals,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (cats),Invasive species and diseases,Invasive predator,Ongoing,3,3,3,9,High,Cats
Pezoporus occidentalis,Pezoporus occidentalis,Night parrot,Birds,EN,7,Natural system modifications,7.1,Fire and fire Suppression,7.1.1,Increase in fire frequency/intensity,Adverse fire regimes,Increase in fire frequency/intensity,Ongoing,3,3,3,9,High,Increase in fire frequency/intensity - current eeo has natural resilience to wildfire
Pezoporus occidentalis,Pezoporus occidentalis,Night parrot,Birds,EN,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (cats),Invasive species and diseases,Invasive predator,Ongoing,3,3,3,9,High,Cats - current adaptive management strategies failing
Pezoporus flaviventris,Pezoporus wallicus flaviventris,Western ground parrot,Birds,CR,7,Natural system modifications,7.1,Fire and fire Suppression,7.1.1,Increase in fire frequency/intensity,Adverse fire regimes,Increase in fire frequency/intensity,Ongoing,3,3,3,9,High,Increase in fire frequency/intensity
Pezoporus flaviventris,Pezoporus wallicus flaviventris,Western ground parrot,Birds,CR,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (cats),Invasive species and diseases,Invasive predator,Ongoing,3,3,3,9,High,Cats
Pezoporus flaviventris,Pezoporus wallicus flaviventris,Western ground parrot,Birds,CR,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (phytophthora),Invasive species and diseases,Disease,Ongoing,3,3,3,9,High,Phytophthora is hard to assign severity to and as it will impact some areas but wgp's persist in communities that are infested
Philoria frosti,Philoria frosti,Baw baw frog,Frogs,CR,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (chytrid fungus),Invasive species and diseases,Disease,Ongoing,3,3,3,9,High,Disease
Pristis clavata,Pristis clavata,"Dwarf sawfish, queensland sawfish",Fish,VU,5,Biological resource use,5.4,Fishing and harvest aquatic resources,5.4.4,Unintentional effects: Large scale (species being assessed is not the target) [harvest],Overexploitation and other direct harm from human activities,Bycatch,Ongoing,3,3,3,9,High,Unintentional effects: -large scale
Pristis clavata,Pristis clavata,"Dwarf sawfish, queensland sawfish",Fish,VU,5,Biological resource use,5.4,Fishing and harvest aquatic resources,5.4.3,Unintentional effects: subsistence/small scale (species being assessed is not the target) [harvest],Overexploitation and other direct harm from human activities,Bycatch,Ongoing,3,3,3,9,High,Unintentional effects: -subsistence/small scale
Pristis clavata,Pristis clavata,"Dwarf sawfish, queensland sawfish",Fish,VU,5,Biological resource use,5.4,Fishing and harvest aquatic resources,5.4.4,Unintentional effects: Large scale (species being assessed is not the target) [harvest],Overexploitation and other direct harm from human activities,Bycatch,Ongoing,3,3,3,9,High,NA
Pristis zijsron,Pristis zijsron,"Green sawfish, dindagubba, narrowsnout sawfish",Fish,VU,5,Biological resource use,5.4,Fishing and harvest aquatic resources,5.4.1,Intentional Use: subsistence/small scale (species being assessed is the target) [harvest],Overexploitation and other direct harm from human activities,Direct harvest,Ongoing,3,3,3,9,High,Both recreational fishing and indigenous community fishing
Pseudococcus markharveyi,Pseudococcus markharveyi,Banksia montana mealybug,Invertebrates,CR,7,Natural system modifications,7.1,Fire and fire Suppression,7.1.1,Increase in fire frequency/intensity,Adverse fire regimes,Increase in fire frequency/intensity,Ongoing,3,3,3,9,High,Increase in fire frequency/intensity
Pseudophryne corroboree,Pseudophryne corroboree,Southern corroboree frog,Frogs,CR,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (chytrid fungus),Invasive species and diseases,Disease,Ongoing,3,3,3,9,High,Disease
Pseudophryne pengilleyi,Pseudophryne pengilleyi,Northern corroboree frog,Frogs,CR,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (chytrid fungus),Invasive species and diseases,Disease,Ongoing,3,3,3,9,High,Disease
Psophodes leucogaster leucogaster,Psophodes leucogaster leucogaster,Mallee Whipbird,Birds,VU,7,Natural system modifications,7.1,Fire and fire suppresion,7.1.1,Increase in fire frequency/intensity,Adverse fire regimes,Increase in fire frequency/intensity,Ongoing,3,3,3,9,High,NA
Pterodroma neglecta neglecta,Pterodroma neglecta neglecta,Western whipbird (western mallee),Birds,VU,8,"Invasive and other problematic species, genes and diseases",8.2,Problematic native species/diseases,8.2.2,Named species (purple swamphen),Disrupted ecosystem and population processes,Problematic native species,Ongoing,3,3,3,9,High,Purple swamphen
Saccolaimus saccolaimus nudicluniatus,Saccolaimus saccolaimus nudicluniatus,"Bare-rumped sheath-tailed bat, bare-rumped sheathtail bat",Mammals,VU,2,Agriculture and aquaculture,2,Agriculture and aquaculture,2,Agriculture and aquaculture,"Habitat loss, fragmentation and degradation",Agriculture and aquaculture,Ongoing,3,3,3,9,High,Habitat loss and fragmentation
Stipiturus malachurus parimeda,Stipiturus malachurus parimeda,Eyre peninsula southern emu-wren,Birds,VU,7,Natural system modifications,7.1,Fire and fire Suppression,7.1.1,Increase in fire frequency/intensity,Adverse fire regimes,Increase in fire frequency/intensity,Ongoing,3,3,3,9,High,Increase in fire frequency/intensity
Stipiturus mallee,Stipiturus mallee,Mallee emu-wren,Birds,EN,7,Natural system modifications,7.1,Fire and fire Suppression,7.1.1,Increase in fire frequency/intensity,Adverse fire regimes,Increase in fire frequency/intensity,Ongoing,3,3,3,9,High,Increase in fire frequency/intensity
Symonanthus bancroftii,Symonanthus bancroftii,Bancrofts symonanthus,Plants,EN,7,Natural system modifications,7.3,Other ecosystem modifications,7.3,Other ecosystem modifications,Disrupted ecosystem and population processes,Genetic introgression/hybridisation,Ongoing,3,3,3,9,High,Lack of genetic diversity as now so rare
Taudactylus eungellensis,Taudactylus eungellensis,Eungella day frog,Frogs,EN,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (chytrid fungus),Invasive species and diseases,Disease,Ongoing,3,3,3,9,High,Disease
Taudactylus pleione,Taudactylus pleione,"Kroombit tinker frog, pleione's torrent frog",Frogs,CR,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (chytrid fungus),Invasive species and diseases,Disease,Ongoing,3,3,3,9,High,Disease
Taudactylus rheophilus,Taudactylus rheophilus,Tinkling frog,Frogs,EN,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (chytrid fungus),Invasive species and diseases,Disease,Ongoing,3,3,3,9,High,Disease
Thymichthys politus,Thymichthys politus,Red handfish,Fish,CE,5,Biological resource use,5.4,Fishing and harvest aquatic resources,5.4.3,Unintentional effects: subsistence/small scale (species being assessed is not the target) [harvest],"Habitat loss, fragmentation and degradation",Fisheries,Ongoing,3,3,3,9,High,Habitat modifications as a result of recreational fisheries impacts
Thymichthys politus,Thymichthys politus,Red handfish,Fish,CE,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.1,Unspecified species,Invasive species and diseases,Invasive invertebrate,Ongoing,3,3,3,9,High,NA
Turnix olivii,Turnix olivii,Buff-breasted buttonquail,Birds,EN,7,Natural system modifications,7.1,Fire and fire suppression,7.1,Fire and fire suppression,Adverse fire regimes,Other change in fire regime/trend unspecified,Ongoing,3,3,3,9,High,Increase in frequency or intensity of fire
Turnix olivii,Turnix olivii,Buff-breasted buttonquail,Birds,EN,2,Agriculture and aquaculture,2.3,Livestock farming and ranching,2.3,Livestock farming and ranching,"Habitat loss, fragmentation and degradation",Agriculture and aquaculture,Ongoing,3,3,3,9,High,Large-scale grazing
Tyto novaehollandiae melvillensis,Tyto novaehollandiae melvillensis,Tiwi masked owl,Birds,EN,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (cats),Invasive species and diseases,Invasive predator,Ongoing,3,3,3,9,High,Cats
Verticordia spicata subsp. squamosa,Verticordia spicata subsp. squamosa,Scaly-leaved featherflower,Plants,EN,7,Natural system modifications,7.1,Fire and fire Suppression,7.1.2,Suppression in fire frequency/intensity,Adverse fire regimes,Suppression in fire frequency/intensity,Ongoing,3,3,3,9,High,Poor recruitment and many plants senescent but subsp will become extinct without intervention/translocation
Abutilon julianae,Abutilon julianae,Norfolk island abutilon,Plants,CR,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.1,Unspecified species (weeds),Invasive species and diseases,Invasive rabbit,Ongoing,3,2,3,8,High,Invasive non-native/alien species
Abutilon julianae,Abutilon julianae,Norfolk island abutilon,Plants,CR,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (cattle),Invasive species and diseases,Invasive ungulate,Ongoing,3,2,3,8,High,Invasive non-native/alien species
Abutilon julianae,Abutilon julianae,Norfolk island abutilon,Plants,CR,7,Natural system modifications,7.3,Other ecosystem modifications,7.3,Other ecosystem modifications,"Habitat loss, fragmentation and degradation",Other natural system modifications,Ongoing,3,2,3,8,High,Other ecosystem modifications
Acacia anomala,Acacia anomala,"Grass wattle, chittering grass wattle",Plants,VU,1,Residential and commercial development,1.1,Housing and urban areas,1.1,Housing and urban areas,"Habitat loss, fragmentation and degradation",Urban and commercial development and maintenance,Ongoing,3,2,3,8,High,Housing and urban areas
Acacia aprica,Acacia aprica,Blunt wattle,Plants,EN,4,Transportation and service corridors,4.1,Roads and railroads,4.1,Roads and railroads,"Habitat loss, fragmentation and degradation",Transportation and service corridors,Ongoing,3,2,3,8,High,Roads and railroads
