Family,Species,Distribution,EPBC Act,Putative IUCN category,Isolated from plant tissue,No response,Mild response,Severe reposnse,Habitat suitability,Risk,Expert change / reason for change,suggested_name,accepted_name,family,taxon_distribution
MYRTACEAE,Melaleuca squamea,"n,s,t,v",,,"Podger et al. (1990), Schahinger et al. (2003), Podger & Brown (1989), Taylor (1974), Weste (2001)",,,Schahinger et al. (2003),Suitable,Low,,Melaleuca squamea,Melaleuca squamea,Myrtaceae,"SA, NSW, Vic, Tas"
MYRTACEAE,Melaleuca squarrosa,"n,s,t,v",,,"Cahill (pers. comm.), Podger et al. (1990), Weste (2001)","Groves et al. (2009), McDougall (pers. comm.)",VNPS (1995),,Suitable,Low,,Melaleuca squarrosa,Melaleuca squarrosa,Myrtaceae,"SA, NSW, Vic, Tas"
MYRTACEAE,Melaleuca stramentosa,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Melaleuca stramentosa,Melaleuca stramentosa,Myrtaceae,WA
MYRTACEAE,Melaleuca striata,w,,,DBCA (2021),Barrett (pers. comm.),Freebury (pers. comm.),Shearer & Crane (unpub. data),Suitable,Low,,Melaleuca striata,Melaleuca striata,Myrtaceae,WA
MYRTACEAE,Melaleuca suberosa,w,,,,Wills (1993),,Shearer & Crane (unpub. data),Suitable,Low,,Melaleuca suberosa,Melaleuca suberosa,Myrtaceae,WA
MYRTACEAE,Melaleuca subfalcata,w,,,,,Wills (1993),,Suitable,Low,,Melaleuca subfalcata,Melaleuca subfalcata,Myrtaceae,WA
MYRTACEAE,Melaleuca thymoides,w,,,"Shearer & Dillon (1995), Shearer & Dillon (1996)",,,"Barrett & Rathbone (2018), Barrett (1996)",Suitable,Low,,Melaleuca thymoides,Melaleuca thymoides,Myrtaceae,WA
MYRTACEAE,Melaleuca uncinata,"n,q,s,v,w",,,Taylor (1974),,,,Mostly unsuitable,Low,,Melaleuca uncinata,Melaleuca uncinata,Myrtaceae,"WA, SA, Qld, NSW (native and naturalised), Vic"
MYRTACEAE,Melaleuca urceolaris,w,,,,,Shearer & Crane (unpub. data),,Suitable,Low,,Melaleuca urceolaris,Melaleuca urceolaris,Myrtaceae,WA
MYRTACEAE,Melaleuca violacea,w,,,,Gardner & Rokich (1987),,,Suitable,Low,,Melaleuca violacea,Melaleuca violacea,Myrtaceae,WA
MYRTACEAE,Melaleuca wilsonii,"s,v",,,,Roleybushcare (2022),,,Suitable,Low,,Melaleuca wilsonii,Melaleuca wilsonii,Myrtaceae,"SA, Vic (native and naturalised)"
MYRTACEAE,Pericalymma ellipticum,w,,,"Hill (1990), Podger (1972), Podger (1968), Shearer & Dillon (1995), Shearer & Dillon (1996), Shivas (1989), DBCA (2021)",Shearer & Crane (unpub. data),"Hill (1990), Podger (1972)",,Suitable,Low,,Pericalymma ellipticum,Pericalymma ellipticum,Myrtaceae,WA
MYRTACEAE,Pericalymma spongiocaule,w,,,DBCA (2021),,Barrett (pers. comm.),,Suitable,Low,,Pericalymma spongiocaule,Pericalymma spongiocaule,Myrtaceae,WA
MYRTACEAE,Phymatocarpus maxwellii,w,,,Taylor (1974),,,,Suitable,Low,,Phymatocarpus maxwellii,Phymatocarpus maxwellii,Myrtaceae,WA
MYRTACEAE,Regelia ciliata,w,,,DBCA (2021),Shearer & Crane (unpub. data),,,Suitable,Low,,Regelia ciliata,Regelia ciliata,Myrtaceae,WA
MYRTACEAE,Regelia cymbifolia,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Regelia cymbifolia,Regelia cymbifolia,Myrtaceae,WA
MYRTACEAE,Regelia inops,w,,,Taylor (1974),Wills (1993),Shearer & Crane (unpub. data),,Suitable,Low,,Regelia inops,Regelia inops,Myrtaceae,WA
MYRTACEAE,Regelia megacephala,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Regelia megacephala,Regelia megacephala,Myrtaceae,WA
MYRTACEAE,Rhodamnia blairiana,q,,,,Worboys et al. (2003),,,Suitable,Low,,Rhodamnia blairiana,Rhodamnia blairiana,Myrtaceae,Qld
MYRTACEAE,Rhodamnia rubescens,"n,q",CE,,,McDougall (pers. comm.),,,Suitable,Moderate,,Rhodamnia rubescens,Rhodamnia rubescens,Myrtaceae,"Qld, NSW"
MYRTACEAE,Rhodamnia sessiliflora,q,,,,Worboys et al. (2003),,,Suitable,Low,,Rhodamnia sessiliflora,Rhodamnia sessiliflora,Myrtaceae,Qld
MYRTACEAE,Rhodomyrtus psidioides,"n,q",CE,,,McDougall (pers. comm.),,,Suitable,Moderate,,Rhodomyrtus psidioides,Rhodomyrtus psidioides,Myrtaceae,"Qld, NSW"
MYRTACEAE,Scholtzia involucrata,w,,,Hill (1990),,,,Suitable,Low,,Scholtzia involucrata,Scholtzia involucrata,Myrtaceae,WA
MYRTACEAE,Seorsus clavifolius,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Seorsus clavifolius,Seorsus clavifolius,Myrtaceae,WA
MYRTACEAE,Syzygium cormiflorum,q,,,,Worboys et al. (2003),,,Suitable,Low,,Syzygium cormiflorum,Syzygium cormiflorum,Myrtaceae,Qld
MYRTACEAE,Syzygium erythrodoxum,q,,,Brown (1998),,,,Suitable,Low,,Syzygium erythrodoxum,Syzygium erythrodoxum,Myrtaceae,Qld
MYRTACEAE,Syzygium johnsonii,q,,,,Worboys et al. (2003),,,Suitable,Low,,Syzygium johnsonii,Syzygium johnsonii,Myrtaceae,Qld
MYRTACEAE,Syzygium kuranda,q,,V,,,Worboys et al. (2003),,Suitable,Low,,Syzygium kuranda,Syzygium kuranda,Myrtaceae,Qld
MYRTACEAE,Syzygium resa,q,,,Brown (1998),Worboys et al. (2003),,,Suitable,Low,,Syzygium resa,Syzygium resa,Myrtaceae,Qld
MYRTACEAE,Syzygium smithii,"n,q,v",,,Robertson (1970),Groves et al. (2009),,,Suitable,Low,,Syzygium smithii,Syzygium smithii,Myrtaceae,"Qld, NSW, Vic (native and naturalised), Tas (naturalised)"
MYRTACEAE,Syzygium wesa,q,,,Brown (1998),Worboys et al. (2003),,,Suitable,Low,,Syzygium wesa,Syzygium wesa,Myrtaceae,Qld
MYRTACEAE,Taxandria floribunda,w,,V,,Groves et al. (2009),Moore (2005),,Suitable,Low,,Taxandria floribunda,Taxandria floribunda,Myrtaceae,WA
MYRTACEAE,Taxandria juniperina,w,,,,"Barrett (pers. comm.), Groves et al. (2009)",,,Suitable,Low,,Taxandria juniperina,Taxandria juniperina,Myrtaceae,WA
MYRTACEAE,Taxandria linearifolia,w,,,Hart (1983),Barrett (pers. comm.),"Hart (1983), Wills (1993)",,Suitable,Low,,Taxandria linearifolia,Taxandria linearifolia,Myrtaceae,WA
MYRTACEAE,Taxandria parviceps,w,,,,Barrett (pers. comm.),Wills (1993),,Suitable,Low,,Taxandria parviceps,Taxandria parviceps,Myrtaceae,"WA, Vic (naturalised)"
MYRTACEAE,Taxandria spathulata,w,,,,,"Barrett (pers. comm.), Wills (1993),",Shearer & Crane (unpub. data),Suitable,Low,,Taxandria spathulata,Taxandria spathulata,Myrtaceae,WA
MYRTACEAE,Thryptomene calycina,"s,v",,V,"Pratt & Heather (1973), Weste (2001)",,,Weste (2001),Suitable,Moderate,,Thryptomene calycina,Thryptomene calycina,Myrtaceae,"SA (presumed extinct), Vic"
MYRTACEAE,Thryptomene micrantha,"s,t,v",,,Schahinger et al. (2003),,,Rudman (pers. comm.),Suitable,Low,,Thryptomene micrantha,Thryptomene micrantha,Myrtaceae,"SA, Vic, Tas"
MYRTACEAE,Thryptomene saxicola,w,,,,Shearer & Crane (unpub. data),Hill (1990),,Suitable,Low,,Thryptomene saxicola,Thryptomene saxicola,Myrtaceae,WA
MYRTACEAE,Verticordia amphigia,w,,E,,,,Shearer & Crane (unpub. data),Suitable,High,,Verticordia amphigia,Verticordia amphigia,Myrtaceae,WA
MYRTACEAE,Verticordia carinata,w,V,E,"Barrett (pers. comm.), DBCA (2021)",,Barrett (pers. comm.),Shearer & Crane (unpub. data),Suitable,High,,Verticordia carinata,Verticordia carinata,Myrtaceae,WA
MYRTACEAE,Verticordia chrysantha,w,,,Taylor (1974),,,,Mostly unsuitable,Low,,Verticordia chrysantha,Verticordia chrysantha,Myrtaceae,WA
MYRTACEAE,Verticordia comosa,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Verticordia comosa,Verticordia comosa,Myrtaceae,WA
MYRTACEAE,Verticordia dasystylis subsp. dasystylis,w,,V,,,Shearer & Crane (unpub. data),,Suitable,Low,,Verticordia dasystylis subsp. dasystylis,Verticordia dasystylis subsp. dasystylis,Myrtaceae,WA
MYRTACEAE,Verticordia densiflora,w,E,,"Hill (1990), Podger (1972), Shearer & Dillon (1995), Shivas (1989)",,"Hill (1990), Podger (1972)",Shearer & Crane (unpub. data),Suitable,Low,,Verticordia densiflora,Verticordia densiflora,Myrtaceae,WA
MYRTACEAE,Verticordia endlicheriana var. angustifolia,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Verticordia endlicheriana var. angustifolia,Verticordia endlicheriana var. angustifolia,Myrtaceae,WA
MYRTACEAE,Verticordia fimbrilepis,w,E,,,,,Shearer & Crane (unpub. data),Suitable,Moderate,,Verticordia fimbrilepis,Verticordia fimbrilepis,Myrtaceae,WA
MYRTACEAE,Verticordia habrantha,w,,,,Wills (1993),,,Suitable,Low,,Verticordia habrantha,Verticordia habrantha,Myrtaceae,WA
MYRTACEAE,Verticordia helichrysantha,w,V,E,,,,Shearer & Crane (unpub. data),Suitable,High,,Verticordia helichrysantha,Verticordia helichrysantha,Myrtaceae,WA
MYRTACEAE,Verticordia huegelii,w,,,"Hill (1990), Podger (1972), Shearer & Dillon (1995), Shivas (1989)",,"Hill (1990), Podger (1972), Shearer & Crane (unpub. data)",,Suitable,Low,,Verticordia huegelii,Verticordia huegelii,Myrtaceae,WA
MYRTACEAE,Verticordia multiflora subsp. multiflora,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Verticordia multiflora subsp. multiflora,Verticordia multiflora subsp. multiflora,Myrtaceae,WA
MYRTACEAE,Verticordia nitens,w,,,"Hill (1990), Shivas (1989)",,Hill (1990),,Suitable,Low,,Verticordia nitens,Verticordia nitens,Myrtaceae,WA
MYRTACEAE,Verticordia penicillaris,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Verticordia penicillaris,Verticordia penicillaris,Myrtaceae,WA
MYRTACEAE,Verticordia plumosa,w,E,,"Shearer & Dillon (1995), Shivas (1989), Taylor (1974)",,,Shearer & Crane (unpub. data),Suitable,Low,,Verticordia plumosa,Verticordia plumosa,Myrtaceae,WA
MYRTACEAE,Verticordia staminosa subsp. cylindracea,w,E,,,,Shearer & Crane (unpub. data),,Suitable,Moderate,,Verticordia staminosa subsp. cylindracea,Verticordia staminosa subsp. cylindracea,Myrtaceae,WA
MYRTACEAE,Verticordia staminosa subsp. staminosa,w,E,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Verticordia staminosa subsp. staminosa,Verticordia staminosa subsp. staminosa,Myrtaceae,WA
NOTHOFAGACEAE,Nothofagus cunninghamii,"t,v",,,"Cahill (pers. comm.), Podger et al. (1990), Pratt & Heather (1973), Weste (2001)",,VNPS (1995),,Suitable,Low,,Nothofagus cunninghamii,Nothofagus cunninghamii,Nothofagaceae,"Vic, Tas"
OCHNACEAE,Brackenridgea australiana,q,,,Brown (1998),Worboys et al. (2003),,,Suitable,Low,,Brackenridgea australiana,Brackenridgea australiana,Ochnaceae,Qld
OLACACEAE,Olax benthamiana,w,,,,,McDougall (1997),,Suitable,Low,,Olax benthamiana,Olax benthamiana,Olacaceae,WA
OLACACEAE,Olax phyllanthi,w,,,,Wills (1993),,,Suitable,Low,,Olax phyllanthi,Olax phyllanthi,Olacaceae,WA
ORCHIDACEAE,Caladenia flava,w,,,,McDougall (1997),,,Suitable,Low,,Caladenia flava,Caladenia flava,Orchidaceae,WA
ORCHIDACEAE,Caleana nigrita,w,,,Crone et al. (2013),,Crone et al. (2013),,Suitable,Low,,Caleana nigrita,Caleana nigrita,Orchidaceae,WA
ORCHIDACEAE,Cryptostylis ovata,w,,,,Wills (1993),,,Suitable,Low,,Cryptostylis ovata,Cryptostylis ovata,Orchidaceae,WA
ORCHIDACEAE,Drakaea confluens,w,E,,,Barrett (pers. comm.),,,Suitable,Low,,Drakaea confluens,Drakaea confluens,Orchidaceae,WA
ORCHIDACEAE,Elythranthera brunonis,w,,,,McDougall (1997),,,Suitable,Low,,Elythranthera brunonis,Elythranthera brunonis,Orchidaceae,WA
ORCHIDACEAE,Eriochilus dilatatus,w,,,,Wills (1993),,,Suitable,Low,,Eriochilus dilatatus,Eriochilus dilatatus,Orchidaceae,WA
ORCHIDACEAE,Leporella fimbriata,"s,v,w",,,,Wills (1993),,,Suitable,Low,,Leporella fimbriata,Leporella fimbriata,Orchidaceae,"WA, SA, Vic"
ORCHIDACEAE,Prasophyllum parvifolium,w,,,,McDougall (1997),,,Suitable,Low,,Prasophyllum parvifolium,Prasophyllum parvifolium,Orchidaceae,WA
ORCHIDACEAE,Pterostylis concinna,"n,s,t,v",,,Cahill (pers. comm.),,VNPS (1995),,Suitable,Low,,Pterostylis concinna,Pterostylis concinna,Orchidaceae,"SA, NSW, Vic, Tas"
ORCHIDACEAE,Pyrorchis nigricans,"n,s,t,v,w",,,,McDougall (1997),,,Suitable,Low,,Pyrorchis nigricans,Pyrorchis nigricans,Orchidaceae,"WA, SA, NSW, Vic, Tas"
ORCHIDACEAE,Thelymitra crinita,w,,,,McDougall (1997),,,Suitable,Low,,Thelymitra crinita,Thelymitra crinita,Orchidaceae,WA
OROBANCHACEAE,Euphrasia gibbsiae,"v,t",,,,,,Rudman & Balmer (2008),Suitable,Low,,Euphrasia gibbsiae,Euphrasia gibbsiae,Scrophulariaceae,"Vic, Tas"
PARACRYPHIACEAE,Sphenostemon lobosporus,q,,,,Worboys et al. (2003),,,Suitable,Low,,Sphenostemon lobosporus,Sphenostemon lobosporus,Paracryphiaceae,Qld
PHYLLANTHACEAE,Antidesma erostre,q,,,,Worboys et al. (2003),,,Suitable,Low,,Antidesma erostre,Antidesma erostre,Phyllanthaceae,Qld
PHYLLANTHACEAE,Phyllanthus calycinus,"s,w",,,Shearer & Dillon (1996),"McDougall (pers. comm.), Shearer & Dillon (1996)",,,Suitable,Low,,Phyllanthus calycinus,Phyllanthus calycinus,Phyllanthaceae,"WA, SA"
PHYLLANTHACEAE,Phyllanthus hirtellus,"a,n,q,v",,,Taylor (1974),,,,Suitable,Low,,Phyllanthus hirtellus,Phyllanthus hirtellus,Phyllanthaceae,"Qld, NSW, ACT, Vic"
PHYLLANTHACEAE,Poranthera microphylla,"a,n,nt,q,s,t,v,w",,,Cahill (pers. comm.),,,,Suitable,Low,,Poranthera microphylla,Poranthera microphylla,Phyllanthaceae,"WA, NT, SA, Qld, NSW, ACT, Vic, Tas"
PICRODENDRACEAE,Stachystemon vermicularis,w,,,,McDougall (pers. comm.),,,Suitable,Low,,Stachystemon vermicularis,Stachystemon vermicularis,Picrodendraceae,WA
PITTOSPORACEAE,Billardiera drummondii,w,,,,Barrett (pers. comm.),,,Suitable,Low,,Billardiera drummondii,Billardiera drummondii,Pittosporaceae,WA
PITTOSPORACEAE,Billardiera fraseri,w,,,,McDougall (1997),,,Suitable,Low,,Billardiera fraseri,Billardiera fraseri,Pittosporaceae,WA
PITTOSPORACEAE,Billardiera mutabilis,"a,n,t,v",,,,McDougall (pers. comm.),,,Suitable,Low,,Billardiera mutabilis,Billardiera mutabilis,Pittosporaceae,"NSW, ACT, Vic, Tas"
PITTOSPORACEAE,Billardiera variifolia,w,,,,Groves et al. (2009),,,Suitable,Low,,Billardiera variifolia,Billardiera variifolia,Pittosporaceae,WA
PITTOSPORACEAE,Bursaria spinosa,"n,q,s,t,v",,,,Groves et al. (2009),,,Suitable,Low,,Bursaria spinosa,Bursaria spinosa,Pittosporaceae,"SA, Qld, NSW, Vic, Tas"
PITTOSPORACEAE,Hymenosporum flavum,"n,q",,,,Roleybushcare (2022),,,Suitable,Low,,Hymenosporum flavum,Hymenosporum flavum,Pittosporaceae,"Qld, NSW"
PITTOSPORACEAE,Marianthus drummondianus,w,,,,Shearer & Dillon (1996),,,Suitable,Low,,Marianthus drummondianus,Marianthus drummondianus,Pittosporaceae,WA
PITTOSPORACEAE,Marianthus granulatus,w,,E,,Shearer & Crane (unpub. data),,,Suitable,Moderate,,Marianthus granulatus,Marianthus granulatus,Pittosporaceae,WA
PITTOSPORACEAE,Marianthus paralius,w,,E,,Shearer & Crane (unpub. data),,,Suitable,Moderate,,Marianthus paralius,Marianthus paralius,Pittosporaceae,WA
PITTOSPORACEAE,Pittosporum phyllyreoides,w,,,,Gardner & Rokich (1987),,,Unsuitable,Low,,Pittosporum phillyreoides,Pittosporum phillyreoides,Pittosporaceae,WA
PITTOSPORACEAE,Rhytidosporum procumbens,"a,n,s,t,v",,,Pratt & Heather (1973),Groves et al. (2009),,,Suitable,Low,,Rhytidosporum procumbens,Rhytidosporum procumbens,Pittosporaceae,"SA, NSW, ACT, Vic, Tas"
PLANTAGINACEAE,Veronica gracilis,"a,n,s,t,v",,,,Groves et al. (2009),,,Suitable,Low,,Veronica gracilis,Veronica gracilis,Plantaginaceae,"SA, NSW, ACT, Vic, Tas"
PLANTAGINACEAE,Veronica perfoliata,"a,n,v",,,,McDougall (pers. comm.),,,Suitable,Low,,Veronica perfoliata,Veronica perfoliata,Plantaginaceae,"NSW, ACT, Vic"
POACEAE,Amphipogon amphipogonoides,w,,,,,McDougall (1997),,Suitable,Low,,Amphipogon amphipogonoides,Amphipogon amphipogonoides,Poaceae,WA
POACEAE,Anisopogon avenaceus,"n,v",,,,Howard et al. (2004),,,Suitable,Low,,Anisopogon avenaceus,Anisopogon avenaceus,Poaceae,"NSW, Vic"
POACEAE,Austrostipa compressa,w,,,,Wills (1993),,,Suitable,Low,,Austrostipa compressa,Austrostipa compressa,Poaceae,WA
POACEAE,Austrostipa exilis,"s,v,w",,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Austrostipa exilis,Austrostipa exilis,Poaceae,"WA, SA, Vic"
POACEAE,Austrostipa flavescens,"n,s,v,t,w",,,,,Wills (1993),,Suitable,Low,,Austrostipa flavescens,Austrostipa flavescens,Poaceae,"WA, SA, NSW, Vic, Tas"
POACEAE,Austrostipa geoffreyi,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Austrostipa geoffreyi,Austrostipa geoffreyi,Poaceae,WA
POACEAE,Austrostipa hemipogon,"s,v,w",,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Austrostipa hemipogon,Austrostipa hemipogon,Poaceae,"WA, SA, Vic"
POACEAE,Austrostipa mollis,"a,n,s,t,v,w",,,,Groves et al. (2009),,,Suitable,Low,,Austrostipa mollis,Austrostipa mollis,Poaceae,"WA, SA, NSW, ACT, Vic, Tas"
POACEAE,Deyeuxia drummondii,w,,,,"Barrett et al. (2008), Shearer & Crane (unpub. data)",,,Suitable,Low,,Deyeuxia drummondii,Deyeuxia drummondii,Poaceae,WA
POACEAE,Deyeuxia inaequalis,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Deyeuxia inaequalis,Deyeuxia inaequalis,Poaceae,WA
POACEAE,Entolasia stricta,"n,q,v",,,,Howard et al. (2004),,,Suitable,Low,,Entolasia stricta,Entolasia stricta,Poaceae,"Qld, NSW, Vic"
POACEAE,Neurachne alopecuroidea,"s,v,w",,,,"McDougall (1997), Shearer & Crane (unpub. data)",,,Suitable,Low,,Neurachne alopecuroidea,Neurachne alopecuroidea,Poaceae,"WA, SA, Vic"
POACEAE,Plinthanthesis rodwayi,n,CE,,,,Wan et al. (2019),,Suitable,High,,Plinthanthesis rodwayi,Plinthanthesis rodwayi,Poaceae,NSW
POACEAE,Poa billardierei,"n,s,t,v,w",,,,,Shearer & Crane (unpub. data),,Suitable,Low,,Poa billardierei,Poa billardierei,Poaceae,"WA, SA, NSW, Vic, Tas"
POACEAE,Poa ensiformis,"a,n,v",,,,Roleybushcare (2022),,,Suitable,Low,,Poa ensiformis,Poa ensiformis,Poaceae,"NSW, ACT, Vic"
POACEAE,Poa meionectes,"n,s,v",,,,McDougall (pers. comm.),,,Suitable,Low,,Poa meionectes,Poa meionectes,Poaceae,"SA, NSW, Vic"
POACEAE,Poa poiformis,"n,s,t,v,w",,,,Titze & Palzer (1969),,,Suitable,Low,,Poa poiformis,Poa poiformis,Poaceae,"WA, SA, NSW, LHI, Vic, Tas"
POACEAE,Poa sieberiana,"a,n,q,s,t,v",,,Weste (2001),"Weste (2001), Groves et al. (2009)",,,Suitable,Low,,Poa sieberiana,Poa sieberiana,Poaceae,"SA, Qld, NSW, ACT, Vic, Tas"
POACEAE,Rytidosperma caespitosum,"a,n,s,t,v,w",,,Crone et al. (2013),Crone et al. (2013),,,Suitable,Low,,Rytidosperma caespitosum,Rytidosperma caespitosum,Poaceae,"WA, SA, NSW, LHI, ACT, Vic, Tas"
POACEAE,Tetrarrhena juncea,"n,q,s,t,v,w",,,,McDougall (pers. comm.),,,Suitable,Low,,Tetrarrhena juncea,Tetrarrhena juncea,Poaceae,"SA, Qld, Vic, Tas"
POACEAE,Tetrarrhena laevis,w,,,McDougall (1997),,McDougall (1997),,Suitable,Low,,Tetrarrhena laevis,Tetrarrhena laevis,Poaceae,WA
POACEAE,Themeda triandra,"a,n,nt,q,s,t,v,w",,,Weste (2001),,Weste (2001),,Suitable,Low,,Themeda triandra,Themeda triandra,Poaceae,"WA, NT, SA, Qld, NSW, ACT, Vic, Tas"
PODOCARPACEAE,Pherosphaera fitzgeraldii,n,E,,Taylor (1974),,,,Suitable,High,,Pherosphaera fitzgeraldii,Pherosphaera fitzgeraldii,Podocarpaceae,NSW
PODOCARPACEAE,Phyllocladus aspleniifolius,t,,,"Podger et al. (1990), Schahinger et al. (2003), Taylor (1974)",,,,Suitable,Low,,Phyllocladus aspleniifolius,Phyllocladus aspleniifolius,Podocarpaceae,Tas
PODOCARPACEAE,Podocarpus drouynianus,w,,,"Podger (1968), Podger (1972), Shivas (1989), Taylor (1974), DBCA (2021)",,Podger (1972),,Suitable,Low,,Podocarpus drouynianus,Podocarpus drouynianus,Podocarpaceae,WA
PODOCARPACEAE,Podocarpus lawrencei,"a,n,t,v",,,"Podger et al. (1990), Rigg et al. (2018), Taylor (1974)",Rigg et al. (2018),,,Mostly unsuitable,Low,,Podocarpus lawrencei,Podocarpus lawrencei,Podocarpaceae,"NSW, ACT, Vic, Tas"
PODOCARPACEAE,Prumnopitys amara,q,,V,Brown (1998),,,,Suitable,Moderate,,Prumnopitys amara,Prumnopitys amara,Podocarpaceae,Qld
POLYGALACEAE,Comesperma calymega,"s,t,v,w",,,Wills (1993),McDougall (1997),,,Suitable,Low,,Comesperma calymega,Comesperma calymega,Polygalaceae,"WA, SA, Vic, Tas"
POLYGALACEAE,Comesperma confertum,w,,,Wills (1993),Wills (1993),,,Suitable,Low,,Comesperma confertum,Comesperma confertum,Polygalaceae,WA
POLYGALACEAE,Comesperma virgatum,w,,,McDougall (1997),Shearer & Dillon (1996),McDougall (1997),,Suitable,Low,,Comesperma virgatum,Comesperma virgatum,Polygalaceae,WA
POLYGALACEAE,Xanthophyllum octandrum,q,,,,,Worboys et al. (2003),,Suitable,Low,,Xanthophyllum octandrum,Xanthophyllum octandrum,Polygalaceae,Qld
PRIMULACEAE,Myrsine achradifolia,q,,V,,,Worboys et al. (2003),,Suitable,Low,,Myrsine achradifolia,Myrsine achradifolia,Primulaceae,Qld
PROTEACEAE,Acidonia microcarpa,w,,,,,Wills (1993),,Suitable,Low,,Acidonia microcarpa,Acidonia microcarpa,Proteaceae,WA
PROTEACEAE,Adenanthos apiculatus,w,,V,Taylor (1974),,,Barrett & Rathbone (2018),Suitable,Moderate,,Adenanthos apiculatus [alternative possible names: Adenanthos drummondii (pro parte misapplied)],Adenanthos apiculatus,Proteaceae,WA
PROTEACEAE,Adenanthos barbiger,w,,,"Gardner & Rokich (1987), Shearer & Dillon (1995), DBCA (2021)",,,Shearer & Dillon (1995),Suitable,Low,,Adenanthos barbiger,Adenanthos barbiger,Proteaceae,WA
PROTEACEAE,Adenanthos cuneatus,w,,,DBCA (2021),,"Hart (1983),",Wills (1993),Suitable,Low,,Adenanthos cuneatus,Adenanthos cuneatus,Proteaceae,WA
PROTEACEAE,Adenanthos cygnorum,w,,,DBCA (2021),,Hill (1990),"Barrett (pers. comm.), Wills (1993)",Suitable,Low,,Adenanthos cygnorum,Adenanthos cygnorum,Proteaceae,WA
PROTEACEAE,Adenanthos detmoldii,w,,E,DBCA (2021),,,,Suitable,High,,Adenanthos detmoldii,Adenanthos detmoldii,Proteaceae,WA
PROTEACEAE,Adenanthos dobagii,w,V,CE,,,Barrett pers. comm,,Suitable,High,,Adenanthos dobagii,Adenanthos dobagii,Proteaceae,WA
PROTEACEAE,Adenanthos ellipticus,w,V,E,,,Keighery (1992),Barrett (1996),Suitable,High,,Adenanthos ellipticus,Adenanthos ellipticus,Proteaceae,WA
PROTEACEAE,Adenanthos filifolius,w,,E,"Barrett (pers. comm.), DBCA (2021)",,Tynan et al. (2001),"Barrett (pers. comm.), Wills (1993)",Suitable,High,,Adenanthos filifolius,Adenanthos filifolius,Proteaceae,WA
PROTEACEAE,Adenanthos ileticos,w,,,,,Keighery (1992),,Unsuitable,Low,,Adenanthos ileticos,Adenanthos ileticos,Proteaceae,WA
PROTEACEAE,Adenanthos linearis,w,,E,,,,Wills (1993),Suitable,High,,Adenanthos linearis,Adenanthos linearis,Proteaceae,WA
PROTEACEAE,Adenanthos macropodianus,s,,V,Vickery (1997),,Velzeboer (pers. comm.),,Suitable,Low,,Adenanthos macropodianus,Adenanthos macropodianus,Proteaceae,SA
PROTEACEAE,Adenanthos meisneri,w,,,DBCA (2021),,,,Suitable,Low,,Adenanthos meisneri,Adenanthos meisneri,Proteaceae,WA
PROTEACEAE,Adenanthos obovatus,w,,,"Podger (1968), Pratt & Heather (1973), Shearer & Dillon (1995), Shearer & Dillon (1996)",,"Hill (1990), Podger (1972)","Wills (1993), Freebury (pers. comm.)",Suitable,Low,,Adenanthos obovatus,Adenanthos obovatus,Proteaceae,WA
PROTEACEAE,Adenanthos oreophilus,w,,V,,,Tynan et al. (2001),Wills (1993),Suitable,Moderate,,Adenanthos oreophilus,Adenanthos oreophilus,Proteaceae,WA
PROTEACEAE,Adenanthos pungens subsp. pungens,w,V,,,,,"Barrett et al. (2008), Shearer & Crane (unpub. data)",Suitable,Moderate,,Adenanthos pungens subsp. pungens,Adenanthos pungens subsp. pungens,Proteaceae,WA
PROTEACEAE,Adenanthos sericeus,w,,V,DBCA (2021),,Freebury (pers. comm.),,Suitable,Low,,Adenanthos sericeus [alternative possible names: Adenanthos cygnorum (pro parte misapplied) | Adenanthos macropodianus (misapplied)],Adenanthos sericeus,Proteaceae,WA
PROTEACEAE,Adenanthos terminalis,"s,v",,,,,Velzeboer (pers. comm.),,Suitable,Low,,Adenanthos terminalis [alternative possible names: Adenanthos drummondii (pro parte misapplied) | Adenanthos drummondii (misapplied)],Adenanthos terminalis,Proteaceae,"SA, Vic"
PROTEACEAE,Adenanthos velutinus,w,E,,,,,Shearer & Crane (unpub. data),Suitable,High,,Adenanthos velutinus,Adenanthos velutinus,Proteaceae,WA
PROTEACEAE,Adenanthos x cunninghamii,w,,E,,,Keighery (1992),Wills (1993),Suitable,Moderate,Limestone habitat is generally unsuitable for Pc; changed to Moderate,Adenanthos x cunninghamii,Adenanthos x cunninghamii,Proteaceae,WA
